degree,coef0,gamma,cost,nu,dev
3,5,0.3,0.25,0.3,0.593695489815048
1,-2.5,0.05,0.5,0.3,0.42261148561752
2,-2.5,0.05,0.5,0.3,-4.03982878078065
3,-2.5,0.05,0.5,0.3,-3.53075133403808
4,-2.5,0.05,0.5,0.3,-5.27322642657806
5,-2.5,0.05,0.5,0.3,-5.35001612300579
1,0,0.05,0.5,0.3,0.422631871543144
2,0,0.05,0.5,0.3,0.256623062886268
3,0,0.05,0.5,0.3,0.117862556222318
4,0,0.05,0.5,0.3,0.0417376667834397
5,0,0.05,0.5,0.3,0.0192905731363624
1,2.5,0.05,0.5,0.3,0.422613906592592
2,2.5,0.05,0.5,0.3,0.467835879698331
4,2.5,0.35,16,0.1,0.127140146646163
3,2.5,0.05,0.5,0.3,0.539746962744833
4,2.5,0.05,0.5,0.3,0.570002633278177
5,5,0.25,64,0.1,-0.31976842605084
1,-5,0.3,64,0.1,0.294760592440209
2,-5,0.3,64,0.1,-8.82162008553462
3,-5,0.3,64,0.1,-10.2496904835502
5,2.5,0.1,4,0.2,0.467747594452427
4,-5,0.3,64,0.1,-10.6482090586939
5,-5,0.3,64,0.1,-10.67759211714
1,5,0.1,4,0.2,0.386731923076301
5,2.5,0.05,0.5,0.3,0.589248581758943
1,5,0.05,0.5,0.3,0.422630545765452
1,-2.5,0.3,64,0.1,0.294713162624043
2,5,0.1,4,0.2,0.50516060585368
2,-2.5,0.3,64,0.1,-8.22046111019311
3,-2.5,0.3,64,0.1,-5.85057886272644
2,5,0.05,0.5,0.3,0.463000468054343
4,-2.5,0.3,64,0.1,-9.06864825211286
5,-2.5,0.3,64,0.1,-6.08304309104823
1,0,0.3,64,0.1,0.294050181960274
3,5,0.05,0.5,0.3,0.55761106926434
4,5,0.05,0.5,0.3,0.582180887507094
2,0,0.3,64,0.1,0.378482496634094
3,5,0.1,4,0.2,0.536154370634115
4,5,0.3,32,0.1,-0.000385855922821143
5,5,0.05,0.5,0.3,0.584348342530702
1,-5,0.1,0.5,0.3,0.425486389427603
2,-5,0.1,0.5,0.3,-5.87564083048996
3,-5,0.1,0.5,0.3,-4.74150242849937
4,-5,0.1,0.5,0.3,-6.63933261982759
5,-5,0.1,0.5,0.3,-7.64815676897013
1,-2.5,0.1,0.5,0.3,0.425393883964623
2,-2.5,0.1,0.5,0.3,-4.37839499367097
3,-2.5,0.1,0.5,0.3,-4.218682489732
4,-2.5,0.1,0.5,0.3,-5.59800176662016
5,-2.5,0.1,0.5,0.3,-6.26886847107237
1,0,0.1,0.5,0.3,0.42541693441174
3,0,0.3,64,0.1,0.386126652466556
2,0,0.1,0.5,0.3,0.472277769730521
3,0,0.1,0.5,0.3,0.357530930972063
4,0,0.1,0.5,0.3,0.231515803093386
5,0,0.1,0.5,0.3,0.141478750398692
1,2.5,0.1,0.5,0.3,0.425427051676171
2,2.5,0.1,0.5,0.3,0.512026652468234
4,5,0.3,0.25,0.3,0.538715719576647
3,2.5,0.1,0.5,0.3,0.573681403190808
4,2.5,0.1,0.5,0.3,0.583353033225567
5,2.5,0.1,0.5,0.3,0.567016477112356
1,5,0.1,0.5,0.3,0.425501717414152
2,5,0.1,0.5,0.3,0.512054965911283
3,5,0.1,0.5,0.3,0.574695073270439
4,5,0.1,4,0.2,0.506435100401293
4,5,0.1,0.5,0.3,0.579679749133439
5,2.5,0.25,2,0.2,0.331549028544151
5,2.5,0.4,8,0.1,-0.35085067970209
1,5,0.4,8,0.1,0.294670357931764
1,5,0.25,2,0.2,0.385826723620194
2,5,0.25,2,0.2,0.513055069251816
2,5,0.4,8,0.1,0.393600153270682
3,5,0.25,128,0.1,0.300436788910237
3,5,0.25,2,0.2,0.52891407020606
4,0,0.3,64,0.1,0.272681707150157
5,5,0.3,1,0.2,0.165519834372463
1,-5,0.35,1,0.2,0.383582807866168
2,-5,0.35,1,0.2,-6.77333647637182
3,-5,0.35,1,0.2,-7.13325999850213
4,-5,0.35,1,0.2,-7.45522143427127
5,-5,0.35,1,0.2,-10.4569750335894
1,-2.5,0.35,1,0.2,0.38367840981743
2,-2.5,0.35,1,0.2,-6.32857851646572
3,-2.5,0.35,1,0.2,-5.55956271254081
4,-2.5,0.35,1,0.2,-7.55504286218785
5,-2.5,0.35,1,0.2,-9.09943235551341
1,0,0.35,1,0.2,0.38351124169759
2,0,0.35,1,0.2,0.498585312620913
3,0,0.35,1,0.2,0.515674665086093
3,5,0.4,8,0.1,0.402493920586731
4,0,0.35,1,0.2,0.488271422344431
5,5,0.1,0.5,0.3,0.546481461956822
1,-5,0.15,0.5,0.3,0.426295133887157
2,-5,0.15,0.5,0.3,-6.09720605514817
3,-5,0.15,0.5,0.3,-5.2736164104185
4,-5,0.15,0.5,0.3,-8.17728127981016
5,-5,0.15,0.5,0.3,-8.19212060154371
1,-2.5,0.15,0.5,0.3,0.426309133941761
2,-2.5,0.15,0.5,0.3,-4.56707277238116
3,-2.5,0.15,0.5,0.3,-4.79633823794222
4,-2.5,0.15,0.5,0.3,-7.02922780829025
5,-2.5,0.15,0.5,0.3,-6.82634912925904
1,0,0.15,0.5,0.3,0.426335136160289
2,0,0.15,0.5,0.3,0.53402530912877
3,0,0.15,0.5,0.3,0.467275908174094
4,0,0.15,0.5,0.3,0.4230465631815
5,0,0.15,0.5,0.3,0.355219566196567
1,2.5,0.15,0.5,0.3,0.426377155873904
2,2.5,0.15,0.5,0.3,0.54327658154927
3,2.5,0.15,0.5,0.3,0.577843698305595
4,2.5,0.15,0.5,0.3,0.583204552476967
5,0,0.35,1,0.2,0.383240423683353
1,2.5,0.35,1,0.2,0.383646036561427
2,2.5,0.35,1,0.2,0.513497924321178
5,5,0.3,32,0.1,-0.287628455759522
1,-5,0.35,32,0.1,0.294729313801831
2,-5,0.35,32,0.1,-8.49604237157003
3,2.5,0.35,1,0.2,0.518455181145077
3,-5,0.35,32,0.1,-9.80614195288689
4,-5,0.35,32,0.1,-10.2436111514983
5,-5,0.35,32,0.1,-13.6562180557614
1,-2.5,0.35,32,0.1,0.294563827450106
2,-2.5,0.35,32,0.1,-7.86671251750609
3,-2.5,0.35,32,0.1,-5.4713591592355
4,-2.5,0.35,32,0.1,-8.6794509416336
5,2.5,0.35,16,0.1,-0.403202587238999
5,-2.5,0.35,32,0.1,-8.17432205208694
1,5,0.35,16,0.1,0.294739840638612
1,0,0.35,32,0.1,0.294703076661005
2,0,0.35,32,0.1,0.378091110671231
2,5,0.35,16,0.1,0.393150239695323
5,2.5,0.15,0.5,0.3,0.532435754747971
1,5,0.15,0.5,0.3,0.426245824433673
2,5,0.15,0.5,0.3,0.544049273561206
3,5,0.15,0.5,0.3,0.583384132811966
4,5,0.25,2,0.2,0.44617030928731
3,0,0.35,32,0.1,0.39192957000915
4,5,0.15,0.5,0.3,0.570757107667827
5,5,0.1,4,0.2,0.383408503447189
1,-5,0.15,4,0.2,0.385715705377529
2,-5,0.15,4,0.2,-7.09184139638421
3,-5,0.15,4,0.2,-6.92356694859606
4,-5,0.15,4,0.2,-9.20634887653652
5,-5,0.15,4,0.2,-10.1814237410253
1,-2.5,0.15,4,0.2,0.38568841191423
2,-2.5,0.15,4,0.2,-5.41943984720423
3,-2.5,0.15,4,0.2,-4.87838507873433
4,-2.5,0.15,4,0.2,-7.98949180659708
5,-2.5,0.15,4,0.2,-8.63806096186921
1,0,0.15,4,0.2,0.385611174605224
2,0,0.15,4,0.2,0.498527427873398
3,0,0.15,4,0.2,0.508666558260766
5,0,0.3,64,0.1,-0.283256877310911
4,0,0.15,4,0.2,0.442375125821603
1,2.5,0.3,64,0.1,0.294458046260645
5,0,0.15,4,0.2,0.404809124274254
1,2.5,0.15,4,0.2,0.385699416670853
2,2.5,0.15,4,0.2,0.511333868039246
3,5,0.35,16,0.1,0.396353654348704
3,2.5,0.15,4,0.2,0.545429031630366
2,2.5,0.3,64,0.1,0.389187729933199
5,5,0.3,0.25,0.3,0.387040562457206
4,2.5,0.35,1,0.2,0.452626318155042
1,-5,0.35,0.25,0.3,0.426049785234609
2,-5,0.35,0.25,0.3,-4.98716481280539
3,-5,0.35,0.25,0.3,-5.9192712224772
4,-5,0.35,0.25,0.3,-6.90713156075616
5,-5,0.35,0.25,0.3,-8.91464879597146
1,-2.5,0.35,0.25,0.3,0.426158243733953
2,-2.5,0.35,0.25,0.3,-5.74386960267898
4,5,0.25,128,0.1,-0.00163584363782121
3,-2.5,0.35,0.25,0.3,-4.98655004028512
4,-2.5,0.35,0.25,0.3,-7.02158606226855
5,-2.5,0.35,0.25,0.3,-7.620002462043
1,0,0.35,0.25,0.3,0.42614178660463
2,0,0.35,0.25,0.3,0.556338160511539
3,0,0.35,0.25,0.3,0.564693106537069
4,0,0.35,0.25,0.3,0.523249522918601
5,0,0.35,0.25,0.3,0.480326299540565
1,2.5,0.35,0.25,0.3,0.426130960022591
2,2.5,0.35,0.25,0.3,0.573636172019056
4,2.5,0.15,4,0.2,0.495407882021635
3,2.5,0.35,0.25,0.3,0.585898397844982
4,5,0.4,8,0.1,0.150543412495661
4,2.5,0.35,0.25,0.3,0.522323822127868
4,0,0.35,32,0.1,0.272066625082503
3,2.5,0.3,64,0.1,0.359295670463366
5,5,0.15,0.5,0.3,0.483631063952147
1,-5,0.2,0.5,0.3,0.426150594787418
2,-5,0.2,0.5,0.3,-5.06464023906228
3,-5,0.2,0.5,0.3,-5.63704132894372
4,-5,0.2,0.5,0.3,-6.96490841379756
5,-5,0.2,0.5,0.3,-8.580420129252
1,-2.5,0.2,0.5,0.3,0.426052116163702
2,-2.5,0.2,0.5,0.3,-4.7016210101748
3,-2.5,0.2,0.5,0.3,-5.17293455558223
4,-2.5,0.2,0.5,0.3,-5.95225480282354
5,-2.5,0.2,0.5,0.3,-7.22964155366423
1,0,0.2,0.5,0.3,0.426252708705478
2,0,0.2,0.5,0.3,0.549630419839202
3,0,0.2,0.5,0.3,0.52445619031736
4,0,0.2,0.5,0.3,0.477884814076781
5,0,0.2,0.5,0.3,0.438962468451695
1,2.5,0.2,0.5,0.3,0.42586756904704
2,2.5,0.2,0.5,0.3,0.568046430806565
3,2.5,0.2,0.5,0.3,0.589867975977633
4,2.5,0.2,0.5,0.3,0.568552483789655
5,2.5,0.15,4,0.2,0.400226933254315
1,5,0.15,4,0.2,0.385794010713622
4,5,0.35,16,0.1,0.0182152191191249
2,5,0.15,4,0.2,0.510352303857563
3,5,0.15,4,0.2,0.544473320472009
5,0,0.35,32,0.1,-0.317278298572408
1,2.5,0.35,32,0.1,0.294435118984367
5,5,0.25,128,0.1,-0.403729449642923
1,-5,0.3,128,0.1,0.294518755213607
2,-5,0.3,128,0.1,-9.22068309773201
3,-5,0.3,128,0.1,-10.8041827194513
4,-5,0.3,128,0.1,-11.0246070137054
5,-5,0.3,128,0.1,-11.0733684614159
1,-2.5,0.3,128,0.1,0.294647946918576
2,-2.5,0.3,128,0.1,-8.60604712291376
3,-2.5,0.3,128,0.1,-6.04910516500842
4,-2.5,0.3,128,0.1,-9.41614157957059
5,-2.5,0.3,128,0.1,-6.23806930009056
2,2.5,0.35,32,0.1,0.39016907111416
1,0,0.3,128,0.1,0.294517700378925
5,2.5,0.35,1,0.2,0.22234496098309
1,5,0.35,1,0.2,0.383657827507132
2,5,0.35,1,0.2,0.513734606344938
2,0,0.3,128,0.1,0.375766637876697
5,5,0.25,2,0.2,0.161193019058422
1,-5,0.3,2,0.2,0.385688411914547
2,-5,0.3,2,0.2,-5.75404244601902
3,-5,0.3,2,0.2,-6.17575011178492
4,-5,0.3,2,0.2,-9.11470897516255
5,-5,0.3,2,0.2,-10.6862310254009
1,-2.5,0.3,2,0.2,0.385639604526811
2,-2.5,0.3,2,0.2,-6.64543166084507
3,-2.5,0.3,2,0.2,-5.76348031002138
4,-2.5,0.3,2,0.2,-7.88275249697719
5,-2.5,0.3,2,0.2,-5.86132962873442
1,0,0.3,2,0.2,0.385611174605227
2,0,0.3,2,0.2,0.501434550721206
3,5,0.35,1,0.2,0.52034836087042
3,0,0.3,2,0.2,0.518237394427796
5,2.5,0.2,0.5,0.3,0.502001592915877
1,5,0.2,0.5,0.3,0.426361453811244
4,0,0.3,2,0.2,0.486281946256803
2,5,0.2,0.5,0.3,0.567296229785033
4,2.5,0.3,64,0.1,0.021306535090046
3,5,0.2,0.5,0.3,0.59478257796762
5,5,0.4,8,0.1,-0.288156630226627
1,-5,0.05,8,0.2,0.386897788276402
2,-5,0.05,8,0.2,-6.89906841006767
3,-5,0.05,8,0.2,-5.83462068964822
4,-5,0.05,8,0.2,-9.03427169803641
5,-5,0.05,8,0.2,-9.05962578278669
1,-2.5,0.05,8,0.2,0.386587510816772
2,-2.5,0.05,8,0.2,-5.23606456456501
3,-2.5,0.05,8,0.2,-5.33735428685087
4,-2.5,0.05,8,0.2,-7.87256594948662
5,-2.5,0.05,8,0.2,-7.54224249233157
1,0,0.05,8,0.2,0.386680865064748
2,0,0.05,8,0.2,0.465888287259473
3,0,0.05,8,0.2,0.31909465502486
4,0,0.05,8,0.2,0.101188565316423
5,0,0.05,8,0.2,0.0107097463361587
1,2.5,0.05,8,0.2,0.386731923076301
2,2.5,0.05,8,0.2,0.496647531344133
3,2.5,0.05,8,0.2,0.516792718187925
4,2.5,0.05,8,0.2,0.535820713259517
5,0,0.3,2,0.2,0.392780835955022
3,2.5,0.35,32,0.1,0.363714839133871
1,2.5,0.3,2,0.2,0.385501021491693
2,2.5,0.3,2,0.2,0.51086559056163
3,0,0.3,128,0.1,0.344969955381195
4,5,0.15,4,0.2,0.479774931978926
3,2.5,0.3,2,0.2,0.511928356365665
5,2.5,0.35,0.25,0.3,0.431277383540321
1,5,0.35,0.25,0.3,0.426157726258709
2,5,0.35,0.25,0.3,0.573837781162745
3,5,0.35,0.25,0.3,0.586770340352119
5,2.5,0.05,8,0.2,0.521585255135724
4,5,0.2,0.5,0.3,0.551780184931426
1,5,0.05,8,0.2,0.386753473589637
2,5,0.05,8,0.2,0.497402252071217
3,5,0.05,8,0.2,0.522378231049334
4,5,0.35,1,0.2,0.425298408026249
4,5,0.05,8,0.2,0.530959842131578
5,5,0.35,16,0.1,-0.311712828477536
1,-5,0.4,16,0.1,0.294472170966052
2,-5,0.4,16,0.1,-8.14030645225034
3,-5,0.4,16,0.1,-9.6066876272283
4,-5,0.4,16,0.1,-9.88576071823909
5,-5,0.4,16,0.1,-13.3916772202835
1,-2.5,0.4,16,0.1,0.294694642868674
2,-2.5,0.4,16,0.1,-7.50769439388192
3,-2.5,0.4,16,0.1,-6.41753468064567
4,-2.5,0.4,16,0.1,-8.28371112195786
5,-2.5,0.4,16,0.1,-7.88207472944895
1,0,0.4,16,0.1,0.294316094514786
2,0,0.4,16,0.1,0.378527324247206
4,2.5,0.3,2,0.2,0.452799447885748
4,0,0.3,128,0.1,0.0764904958246937
4,5,0.35,0.25,0.3,0.52037920139733
3,0,0.4,16,0.1,0.391345943584751
4,2.5,0.35,32,0.1,0.0972164217169376
5,2.5,0.3,64,0.1,-0.437965583876857
1,5,0.3,64,0.1,0.294710833621457
2,5,0.3,64,0.1,0.390269263096018
4,0,0.4,16,0.1,0.294781198773281
5,5,0.05,8,0.2,0.419073612780552
1,-5,0.1,8,0.2,0.389193808809481
2,-5,0.1,8,0.2,-5.89714108621119
3,-5,0.1,8,0.2,-6.84619281655716
4,-5,0.1,8,0.2,-9.39655193521085
5,-5,0.1,8,0.2,-10.0795211672652
1,-2.5,0.1,8,0.2,0.389302453050755
5,5,0.2,0.5,0.3,0.429492112677021
2,-2.5,0.1,8,0.2,-6.86916338861108
1,-5,0.25,0.5,0.3,0.421803622506574
3,-2.5,0.1,8,0.2,-6.32143971088953
4,-2.5,0.1,8,0.2,-8.1950220440732
2,-5,0.25,0.5,0.3,-5.16724616327084
5,-2.5,0.1,8,0.2,-5.73435464490518
3,-5,0.25,0.5,0.3,-5.9264875398192
1,0,0.1,8,0.2,0.389142304660224
4,-5,0.25,0.5,0.3,-8.44290401113349
2,0,0.1,8,0.2,0.496267909200999
5,5,0.15,4,0.2,0.32152414514714
5,-5,0.25,0.5,0.3,-8.89469516876279
3,0,0.1,8,0.2,0.48910624885506
1,-5,0.2,4,0.2,0.389302453050755
1,-2.5,0.25,0.5,0.3,0.421670658683993
2,-5,0.2,4,0.2,-7.25380326281125
4,0,0.1,8,0.2,0.401955001376591
2,-2.5,0.25,0.5,0.3,-4.80601431812924
3,-5,0.2,4,0.2,-7.33393217674102
4,-5,0.2,4,0.2,-9.33308473066059
5,0,0.1,8,0.2,0.331757096003849
3,-2.5,0.25,0.5,0.3,-5.01699301729925
5,-5,0.2,4,0.2,-10.5859965309032
1,2.5,0.1,8,0.2,0.389291488789821
4,-2.5,0.25,0.5,0.3,-7.24826216206868
1,-2.5,0.2,4,0.2,0.389236950789776
2,-2.5,0.2,4,0.2,-5.5608893830718
5,-2.5,0.25,0.5,0.3,-7.58841455493583
3,-2.5,0.2,4,0.2,-5.7469034326062
2,2.5,0.1,8,0.2,0.508157610521862
1,0,0.25,0.5,0.3,0.421732663629129
4,-2.5,0.2,4,0.2,-6.86222125915691
5,-2.5,0.2,4,0.2,-7.19628902072759
2,0,0.25,0.5,0.3,0.556997223437929
1,0,0.2,4,0.2,0.389142304660224
3,0,0.25,0.5,0.3,0.553377601817262
2,0,0.2,4,0.2,0.49943173577928
3,0,0.2,4,0.2,0.526384186677079
4,0,0.25,0.5,0.3,0.512448142311655
4,0,0.2,4,0.2,0.480740529729029
3,2.5,0.1,8,0.2,0.541823833595502
5,0,0.25,0.5,0.3,0.476232197934513
1,2.5,0.25,0.5,0.3,0.421906180082594
2,2.5,0.25,0.5,0.3,0.574553087484309
3,2.5,0.25,0.5,0.3,0.593729988880961
5,0,0.2,4,0.2,0.434284618883324
1,2.5,0.2,4,0.2,0.389208939897422
2,2.5,0.2,4,0.2,0.515563787309064
5,0,0.3,128,0.1,-0.44942557593418
1,2.5,0.3,128,0.1,0.294582227576097
3,2.5,0.2,4,0.2,0.525507866675868
4,2.5,0.25,0.5,0.3,0.541889226545033
2,2.5,0.3,128,0.1,0.379396943523707
4,2.5,0.1,8,0.2,0.51906615684604
3,5,0.3,64,0.1,0.27261765076356
5,2.5,0.3,2,0.2,0.216513204375234
1,5,0.3,2,0.2,0.385699416671154
2,5,0.3,2,0.2,0.512863024763776
3,5,0.3,2,0.2,0.513685502438876
5,0,0.4,16,0.1,-0.293051248666508
4,2.5,0.2,4,0.2,0.478558010385004
1,2.5,0.4,16,0.1,0.294550365690287
2,2.5,0.4,16,0.1,0.391271197456941
5,5,0.35,1,0.2,0.0910273333938315
1,-5,0.4,1,0.2,0.386701487017964
2,-5,0.4,1,0.2,-5.5608893830718
3,-5,0.4,1,0.2,-7.33012107654458
4,-5,0.4,1,0.2,-7.55128532171917
5,-5,0.4,1,0.2,-8.23575402421374
1,-2.5,0.4,1,0.2,0.386862966649833
2,-2.5,0.4,1,0.2,-6.39018839938687
3,-2.5,0.4,1,0.2,-6.74298434195205
4,-2.5,0.4,1,0.2,-7.5811228555119
5,-2.5,0.4,1,0.2,-7.3761526552771
1,0,0.4,1,0.2,0.386680865064748
2,0,0.4,1,0.2,0.49943173577928
3,0,0.4,1,0.2,0.518028781538958
5,2.5,0.35,32,0.1,-0.434582202644704
1,5,0.35,32,0.1,0.294057711110437
4,0,0.4,1,0.2,0.462492328069859
3,2.5,0.3,128,0.1,0.296398983154934
2,5,0.35,32,0.1,0.38834004945052
5,5,0.35,0.25,0.3,0.32469835909017
5,2.5,0.1,8,0.2,0.437534954019463
1,-5,0.4,0.25,0.3,0.426052116163702
1,5,0.1,8,0.2,0.389132805545212
2,-5,0.4,0.25,0.3,-5.04392392469619
3,-5,0.4,0.25,0.3,-6.09437574122649
4,-5,0.4,0.25,0.3,-6.9799723817283
5,-5,0.4,0.25,0.3,-9.09659630337502
2,5,0.1,8,0.2,0.507757557907704
1,-2.5,0.4,0.25,0.3,0.426150675051067
2,-2.5,0.4,0.25,0.3,-5.8030329476983
3,-2.5,0.4,0.25,0.3,-5.09515446382454
4,-2.5,0.4,0.25,0.3,-7.07196939107919
5,-2.5,0.4,0.25,0.3,-7.84139549295391
1,0,0.4,0.25,0.3,0.426252708705478
2,0,0.4,0.25,0.3,0.562404319864274
3,0,0.4,0.25,0.3,0.577540361785155
3,2.5,0.4,16,0.1,0.403423852644702
4,0,0.4,0.25,0.3,0.528320644213966
3,5,0.1,8,0.2,0.541515218597321
5,0,0.4,0.25,0.3,0.448950702912877
1,2.5,0.4,0.25,0.3,0.426129387400614
2,2.5,0.4,0.25,0.3,0.579447703602109
3,2.5,0.4,0.25,0.3,0.576782679912588
5,0,0.4,1,0.2,0.340305091669952
1,2.5,0.4,1,0.2,0.386657983406184
2,2.5,0.4,1,0.2,0.512789634514719
3,5,0.35,32,0.1,0.317958969750182
3,2.5,0.4,1,0.2,0.509989152104791
4,5,0.3,2,0.2,0.385317728611465
4,2.5,0.4,0.25,0.3,0.51609309116757
5,2.5,0.25,0.5,0.3,0.461742377053367
1,5,0.25,0.5,0.3,0.421794747901241
2,5,0.25,0.5,0.3,0.573811037864995
4,5,0.3,64,0.1,-0.0798831679310721
3,5,0.25,0.5,0.3,0.591826338835104
4,5,0.1,8,0.2,0.476076480361458
5,2.5,0.2,4,0.2,0.338042254754334
1,5,0.2,4,0.2,0.389291488789821
2,5,0.2,4,0.2,0.514865381470801
4,2.5,0.4,16,0.1,0.0953578989520049
4,2.5,0.3,128,0.1,-0.114232313327945
4,2.5,0.4,1,0.2,0.438360597392147
4,5,0.25,0.5,0.3,0.535733941658223
3,5,0.2,4,0.2,0.527224869879012
4,5,0.35,32,0.1,0.00624345550208583
5,5,0.3,64,0.1,-0.314477255898616
1,-5,0.35,64,0.1,0.294751348170264
2,-5,0.35,64,0.1,-8.89442684286354
3,-5,0.35,64,0.1,-10.340191967369
4,-5,0.35,64,0.1,-10.6150827392338
5,-5,0.35,64,0.1,-14.2155600503714
1,-2.5,0.35,64,0.1,0.294422338312503
2,-2.5,0.35,64,0.1,-8.24740730835711
3,-2.5,0.35,64,0.1,-5.6437910941644
4,-2.5,0.35,64,0.1,-9.01446589352406
5,-2.5,0.35,64,0.1,-8.48733200436938
1,0,0.35,64,0.1,0.294743312568712
2,0,0.35,64,0.1,0.376967911848749
4,5,0.2,4,0.2,0.431716985921465
5,2.5,0.4,0.25,0.3,0.38202971773489
1,5,0.4,0.25,0.3,0.42586756904704
2,5,0.4,0.25,0.3,0.580603220931215
3,5,0.4,0.25,0.3,0.579928095887311
5,5,0.1,8,0.2,0.345316667410884
1,-5,0.15,8,0.2,0.388767242586091
2,-5,0.15,8,0.2,-7.47529816372413
3,-5,0.15,8,0.2,-7.42776402485818
4,-5,0.15,8,0.2,-9.58570207750147
5,-5,0.15,8,0.2,-10.6918245529449
1,-2.5,0.15,8,0.2,0.388533044394099
2,-2.5,0.15,8,0.2,-5.75404244601902
3,-2.5,0.15,8,0.2,-5.08570912601753
4,-2.5,0.15,8,0.2,-8.36455572743943
5,-2.5,0.15,8,0.2,-9.15913240395578
1,0,0.15,8,0.2,0.388580631433041
2,0,0.15,8,0.2,0.501434550721189
3,0,0.35,64,0.1,0.367781762670809
3,0,0.15,8,0.2,0.522156022036781
4,0,0.15,8,0.2,0.472013808988345
5,0,0.15,8,0.2,0.42369137231076
1,2.5,0.15,8,0.2,0.388632381780613
2,2.5,0.15,8,0.2,0.512863024763198
5,5,0.3,2,0.2,0.0965181046663176
1,-5,0.35,2,0.2,0.388715166665582
2,-5,0.35,2,0.2,-7.15338470914849
3,-5,0.35,2,0.2,-5.38838421127976
4,-5,0.35,2,0.2,-7.79746354888709
5,-5,0.35,2,0.2,-10.9713180000721
1,-2.5,0.35,2,0.2,0.388646258163613
5,2.5,0.4,16,0.1,-0.447136494323611
2,-2.5,0.35,2,0.2,-6.70171147867763
1,5,0.4,16,0.1,0.293988317844104
5,2.5,0.3,128,0.1,-0.459351675253078
3,-2.5,0.35,2,0.2,-5.90538564173643
4,-2.5,0.35,2,0.2,-7.91832381798583
5,-2.5,0.35,2,0.2,-9.62658799616282
3,2.5,0.15,8,0.2,0.530699413759202
1,0,0.35,2,0.2,0.388745992312522
1,5,0.3,128,0.1,0.294832315662328
2,0,0.35,2,0.2,0.501151314375815
3,0,0.35,2,0.2,0.522611360881761
2,5,0.4,16,0.1,0.392688861944959
5,2.5,0.4,1,0.2,0.0947160428021457
1,5,0.4,1,0.2,0.386770741240734
2,5,0.4,1,0.2,0.515563787309064
4,0,0.35,2,0.2,0.456406150102491
2,5,0.3,128,0.1,0.36544694512396
3,5,0.4,1,0.2,0.515706862531348
4,5,0.4,0.25,0.3,0.504304871209654
3,5,0.4,16,0.1,0.389663066819471
5,5,0.25,0.5,0.3,0.393561679279749
1,-5,0.3,0.5,0.3,0.421419167420143
2,-5,0.3,0.5,0.3,-5.2533186612072
3,-5,0.3,0.5,0.3,-6.16784352081321
4,-5,0.3,0.5,0.3,-8.52706051436141
5,-5,0.3,0.5,0.3,-9.14591362517412
1,-2.5,0.3,0.5,0.3,0.421509486403691
2,-2.5,0.3,0.5,0.3,-6.04622426477524
3,-2.5,0.3,0.5,0.3,-5.18334301491761
4,-2.5,0.3,0.5,0.3,-7.32224884621847
5,5,0.35,32,0.1,-0.399177928469235
5,-2.5,0.3,0.5,0.3,-7.80245770371968
1,0,0.3,0.5,0.3,0.421493175181342
4,0,0.35,64,0.1,0.106801782282572
1,-5,0.4,32,0.1,0.294644126383491
2,-5,0.4,32,0.1,-8.53706135206271
3,-5,0.4,32,0.1,-10.153873218378
2,0,0.3,0.5,0.3,0.564617652861455
4,-5,0.4,32,0.1,-10.2546047070944
5,-5,0.4,32,0.1,-13.9529898055439
1,-2.5,0.4,32,0.1,0.294753614868603
3,0,0.3,0.5,0.3,0.575971585253384
2,-2.5,0.4,32,0.1,-7.88276124569183
3,-2.5,0.4,32,0.1,-6.70264501894189
4,-2.5,0.4,32,0.1,-8.60854012292327
5,-2.5,0.4,32,0.1,-8.18457303462689
1,0,0.4,32,0.1,0.294022428228304
4,2.5,0.15,8,0.2,0.483543660960016
4,0,0.3,0.5,0.3,0.523079955179063
2,0,0.4,32,0.1,0.37731867386333
5,0,0.3,0.5,0.3,0.483384215265753
1,2.5,0.3,0.5,0.3,0.421371707680323
2,2.5,0.3,0.5,0.3,0.579952138944493
3,2.5,0.3,0.5,0.3,0.579672768790146
5,0,0.35,2,0.2,0.339157350600934
1,2.5,0.35,2,0.2,0.388673763863255
2,2.5,0.35,2,0.2,0.508460178384367
3,2.5,0.35,2,0.2,0.515852949668888
3,0,0.4,32,0.1,0.382487174159602
4,2.5,0.3,0.5,0.3,0.521646560368659
3,5,0.3,128,0.1,0.281436658537847
4,5,0.4,1,0.2,0.394400916579876
5,5,0.2,4,0.2,0.212622451615769
1,-5,0.25,4,0.2,0.3891953018414
2,-5,0.25,4,0.2,-7.36592688637065
3,-5,0.25,4,0.2,-7.66300455639584
4,-5,0.25,4,0.2,-9.41885245197448
5,-5,0.25,4,0.2,-6.69170669329509
1,-2.5,0.25,4,0.2,0.389146814372462
2,-2.5,0.25,4,0.2,-6.94548246420209
3,-2.5,0.25,4,0.2,-5.17940664590804
4,-2.5,0.25,4,0.2,-8.19128824471899
5,-2.5,0.25,4,0.2,-7.44627152756003
1,0,0.25,4,0.2,0.389233463524029
2,0,0.25,4,0.2,0.50147401590014
3,0,0.25,4,0.2,0.5176113597816
4,0,0.25,4,0.2,0.48771820753056
4,2.5,0.35,2,0.2,0.426156869927412
4,0,0.4,32,0.1,0.24325555721633
5,0,0.35,64,0.1,-0.527394470980292
1,2.5,0.35,64,0.1,0.294713233149898
5,0,0.25,4,0.2,0.410797766145935
